UID         PID   PPID  C STIME TTY          TIME CMD
davidliu  89775      1  0 Jan11 ?        00:00:00 sh /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/bin/code-server --start-server --host=127.0.0.1 --accept-server-license-terms --enable-remote-auto-shutdown --port=0 --telemetry-level all --connection-token-file /home/davidliu/.vscode-server/.97dec172d3256f8ca4bfb2143f3f76b503ca0534.token
davidliu  89787  89775  0 Jan11 ?        00:03:31 /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/server-main.js --start-server --host=127.0.0.1 --accept-server-license-terms --enable-remote-auto-shutdown --port=0 --telemetry-level all --connection-token-file /home/davidliu/.vscode-server/.97dec172d3256f8ca4bfb2143f3f76b503ca0534.token
davidliu  89831  89787  0 Jan11 ?        00:03:53 /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/bootstrap-fork --type=ptyHost --logsPath /home/davidliu/.vscode-server/data/logs/20230111T120952
sawhneyn  89868      1  0 Jan16 ?        00:00:00 git-credential-cache--daemon /home/sawhneyn/.git-credential-cache/socket
davidliu  89898  89787  0 Jan11 ?        00:00:32 /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/bootstrap-fork --type=fileWatcher
chrooks   91043      1  0 Jan12 ?        00:00:00 ssh-agent -s
anusha    92197      1  0 Jan15 ?        00:00:00 /usr/bin/ssh-agent
bebarsk+  92687      1  0 Jan12 ?        00:00:00 ssh-agent -s
root      92954      2  0 Jan16 ?        00:00:00 [kworker/37:0]
colinke+  93095      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/colinkenny/.git-credential-cache/socket
kealyty   95170      1  0 Jan13 ?        00:00:00 /usr/bin/ssh-agent
root      95968      2  0 Jan14 ?        00:00:00 [kworker/42:0]
root      97291      2  0 Jan16 ?        00:00:00 [kworker/39:2]
jalessio  97631      1  0 Jan12 ?        00:00:00 ssh-agent -s
jalessio  98002      1  0 Jan12 ?        00:00:00 ssh-agent -s
chenxuan  98179      1  0 Jan14 ?        00:00:00 git-credential-cache--daemon /home/chenxuan/.git-credential-cache/socket
jalessio  98497      1  0 Jan12 ?        00:00:00 ssh-agent -s
jalessio  98656      1  0 Jan12 ?        00:00:00 ssh-agent -s
wangsai   99135      1  0 Jan14 ?        00:00:00 git-credential-cache--daemon /home/wangsai/.git-credential-cache/socket
kaizabe+  99344      1  0 Jan13 ?        00:00:00 /usr/bin/ssh-agent
jalessio  99758      1  0 Jan12 ?        00:00:00 ssh-agent -s
achow44  100026      1  0 Jan11 ?        00:00:00 ssh-agent -s
sidiahm+ 100043      1  0 Jan12 ?        00:00:00 sh /home/sidiahmad/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/bin/code-server --start-server --host=127.0.0.1 --accept-server-license-terms --enable-remote-auto-shutdown --port=0 --telemetry-level all --connection-token-file /home/sidiahmad/.vscode-server/.97dec172d3256f8ca4bfb2143f3f76b503ca0534.token
sidiahm+ 100055 100043  0 Jan12 ?        00:00:30 /home/sidiahmad/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/sidiahmad/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/server-main.js --start-server --host=127.0.0.1 --accept-server-license-terms --enable-remote-auto-shutdown --port=0 --telemetry-level all --connection-token-file /home/sidiahmad/.vscode-server/.97dec172d3256f8ca4bfb2143f3f76b503ca0534.token
sidiahm+ 100121 100055  0 Jan12 ?        00:00:16 /home/sidiahmad/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/sidiahmad/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/bootstrap-fork --type=ptyHost --logsPath /home/sidiahmad/.vscode-server/data/logs/20230112T121350
charlie+ 100392      1  0 Jan13 ?        00:00:00 /usr/bin/ssh-agent
jianpin+ 103396      1  0 Jan11 ?        00:00:00 ssh-agent -s
jazzcort 103566      1  0 Jan14 ?        00:00:00 git-credential-cache--daemon /home/jazzcort/.git-credential-cache/socket
elleven  103728      1  0 Jan13 ?        00:00:00 /usr/bin/ssh-agent
xfang    103844      1  0 Jan11 ?        00:02:08 tmux
xfang    103846 103844  0 Jan11 pts/21   00:00:00 -bash
xfang    103916 103844  0 Jan11 pts/49   00:00:00 -bash
timjakcs 104012      1  0 Jan11 ?        00:00:00 git-credential-cache--daemon /home/timjakcs/.git-credential-cache/socket
nprathi+ 109638      1  0 Jan11 ?        00:02:04 tmux
nprathi+ 109639 109638  0 Jan11 pts/35   00:00:00 -bash
zhangto+ 109670      1  0 Jan12 ?        00:00:00 git pull --tags origin main
zhangto+ 109671 109670  0 Jan12 ?        00:00:00 /bin/sh /usr/libexec/git-core/git-pull --tags origin main
nprathi+ 109683 109638  0 Jan11 pts/47   00:00:00 -bash
zhangto+ 109695 109671  0 Jan12 ?        00:00:00 git fetch --update-head-ok --tags origin main
zhangto+ 109696 109695  0 Jan12 ?        00:00:00 git-remote-https origin https://github.com/Spring23-CS5008-BOS-Lionelle/homework-01-TongyuZ.git
zhangto+ 109699 109696  0 Jan12 ?        00:00:00 /bin/sh /home/zhangtongyu/.vscode-server/bin/74b1f979648cc44d385a2286793c226e611f59e7/extensions/git/dist/askpass.sh Username for 'https://github.com': 
zhangto+ 109701 109699  0 Jan12 ?        00:00:00 /home/zhangtongyu/.vscode-server/bin/74b1f979648cc44d385a2286793c226e611f59e7/node /home/zhangtongyu/.vscode-server/bin/74b1f979648cc44d385a2286793c226e611f59e7/extensions/git/dist/askpass-main.js Username for 'https://github.com':
nprathi+ 110089 109639  0 Jan11 pts/35   00:00:00 vim pg1.c
davidliu 110180  89787  0 Jan11 ?        00:00:32 /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/bootstrap-fork --type=fileWatcher
davidliu 110216  89831  0 Jan11 ?        00:00:00 [sh] <defunct>
jennife+ 110292      1  0 Jan12 ?        00:00:00 /home/jenniferwingna/.vscode-server/bin/1ad8d514439d5077d2b0b7ee64d2ce82a9308e5a/node /home/jenniferwingna/.vscode-server/bin/1ad8d514439d5077d2b0b7ee64d2ce82a9308e5a/extensions/node_modules/typescript/lib/typingsInstaller.js --globalTypingsCacheLocation /home/jenniferwingna/.cache/typescript/4.9 --enableTelemetry --typesMapLocation /home/jenniferwingna/.vscode-server/bin/1ad8d514439d5077d2b0b7ee64d2ce82a9308e5a/extensions/node_modules/typescript/lib/typesMap.json --validateDefaultNpmLocation
jennife+ 110325      1  0 Jan12 ?        00:00:00 /home/jenniferwingna/.vscode-server/bin/1ad8d514439d5077d2b0b7ee64d2ce82a9308e5a/node /home/jenniferwingna/.vscode-server/bin/1ad8d514439d5077d2b0b7ee64d2ce82a9308e5a/extensions/node_modules/typescript/lib/typingsInstaller.js --globalTypingsCacheLocation /home/jenniferwingna/.cache/typescript/4.9 --enableTelemetry --typesMapLocation /home/jenniferwingna/.vscode-server/bin/1ad8d514439d5077d2b0b7ee64d2ce82a9308e5a/extensions/node_modules/typescript/lib/typesMap.json --validateDefaultNpmLocation
wenqing+ 110578      1  0 Jan15 ?        00:00:00 sh /home/wenqingwang/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/bin/code-server --start-server --host=127.0.0.1 --accept-server-license-terms --enable-remote-auto-shutdown --port=0 --telemetry-level all --connection-token-file /home/wenqingwang/.vscode-server/.97dec172d3256f8ca4bfb2143f3f76b503ca0534.token
wenqing+ 110590 110578  0 Jan15 ?        00:00:48 /home/wenqingwang/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/wenqingwang/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/server-main.js --start-server --host=127.0.0.1 --accept-server-license-terms --enable-remote-auto-shutdown --port=0 --telemetry-level all --connection-token-file /home/wenqingwang/.vscode-server/.97dec172d3256f8ca4bfb2143f3f76b503ca0534.token
wenqing+ 110634 110590  0 Jan15 ?        00:01:48 /home/wenqingwang/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/wenqingwang/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/bootstrap-fork --type=ptyHost --logsPath /home/wenqingwang/.vscode-server/data/logs/20230115T222033
jamino   110719      1  0 Jan13 ?        00:00:00 ssh-agent -s
jamino   110736      1  0 Jan13 ?        00:00:00 ssh-agent -s
jamino   110827      1  0 Jan13 ?        00:00:00 ssh-agent -s
wenqing+ 111288 110590  0 Jan15 ?        00:03:20 /home/wenqingwang/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/wenqingwang/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/bootstrap-fork --type=extensionHost --transformURIs --useHostProxy=false
wenqing+ 111300 110590  0 Jan15 ?        00:00:09 /home/wenqingwang/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/wenqingwang/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/bootstrap-fork --type=fileWatcher
wenqing+ 111384 110634  0 Jan15 pts/103  00:00:00 /usr/bin/bash --init-file /home/wenqingwang/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
linhaoz+ 112513      1  0 Jan15 ?        00:00:00 git-credential-cache--daemon /home/linhaozhang/.git-credential-cache/socket
hanruch+ 113627      1  0 Jan13 ?        00:00:00 git-credential-cache--daemon /home/hanruchen/.git-credential-cache/socket
celiabu+ 113700      1  0 Jan13 ?        00:00:00 /usr/bin/ssh-agent
wenqing+ 115298 111288  0 Jan15 ?        00:00:04 /home/wenqingwang/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/wenqingwang/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/extensions/markdown-language-features/server/dist/node/main --node-ipc --clientProcessId=111288
kelsyf   115809      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/kelsyf/.git-credential-cache/socket
davidliu 118157  89787  0 Jan11 ?        00:00:31 /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/bootstrap-fork --type=fileWatcher
kzeng24  120518      1  0 Jan12 ?        00:08:04 /home/kzeng24/.vscode-server/extensions/redhat.java-1.13.0-linux-x64/jre/17.0.5-linux-x86_64/bin/java --add-modules=ALL-SYSTEM --add-opens java.base/java.util=ALL-UNNAMED --add-opens java.base/java.lang=ALL-UNNAMED --add-opens java.base/sun.nio.fs=ALL-UNNAMED -Declipse.application=org.eclipse.jdt.ls.core.id1 -Dosgi.bundles.defaultStartLevel=4 -Declipse.product=org.eclipse.jdt.ls.core.product -Djava.import.generatesMetadataFilesAtProjectRoot=false -Dfile.encoding=utf8 -XX:+UseParallelGC -XX:GCTimeRatio=4 -XX:AdaptiveSizePolicyWeight=90 -Dsun.zip.disableMemoryMapping=true -Xmx1G -Xms100m -Xlog:disable -javaagent:/home/kzeng24/.vscode-server/extensions/redhat.java-1.13.0-linux-x64/lombok/lombok-1.18.24.jar -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/tmp/vscodesws_e3ba6 -jar /home/kzeng24/.vscode-server/extensions/redhat.java-1.13.0-linux-x64/server/plugins/org.eclipse.equinox.launcher_1.6.400.v20210924-0641.jar -configuration /home/kzeng24/.vscode-server/data/User/globalStorage/redhat.java/1.13.0/config_linux -data /tmp/vscodesws_e3ba6/jdt_ws
foleyjo  120836      1  0 Jan13 ?        00:00:00 /usr/bin/ssh-agent
mwillia+ 121000      1  0 Jan13 ?        00:00:00 ssh-agent -s
foleyjo  121140      1  0 Jan13 ?        00:00:00 /usr/bin/ssh-agent
foleyjo  121363      1  0 Jan13 ?        00:00:00 /usr/bin/ssh-agent
remyrou+ 122034      1  0 Jan16 ?        00:00:00 ssh-agent -s
audrey1+ 122343      1  0 Jan12 ?        00:00:00 /usr/bin/ssh-agent
dhivass  122388      1  0 Jan15 ?        00:00:00 ssh-agent -s
cnkonz   123089      1  0 Jan15 ?        00:00:00 ssh-agent -s
tianshu+ 124419      1  0 Jan13 ?        00:00:00 git-credential-cache--daemon /home/tianshuyang/.git-credential-cache/socket
root     124433      2  0 Jan16 ?        00:00:01 [kworker/2:0]
root     124434      2  0 Jan16 ?        00:00:00 [kworker/18:1]
audrey1+ 124501      1  0 Jan12 ?        00:00:00 /usr/bin/ssh-agent
cwcoogan 125000      1  0 Jan11 ?        00:00:00 git-credential-cache--daemon /home/cwcoogan/.git-credential-cache/socket
patelne+ 125521      1  0 Jan11 ?        00:00:00 git-credential-cache--daemon /home/patelneel5/.git-credential-cache/socket
aschimmi 125603      1  0 Jan15 ?        00:00:00 /usr/bin/ssh-agent
aschimmi 125717      1  0 Jan15 ?        00:00:00 /usr/bin/ssh-agent
aschimmi 125770      1  0 Jan15 ?        00:00:00 /usr/bin/ssh-agent
jdumez   125973      1  0 Jan11 ?        00:00:00 ssh-agent -s
jdumez   125975      1  0 Jan11 ?        00:00:00 ssh-agent -s
root     126190      2  0 Jan16 ?        00:00:00 [kworker/31:0]
leosenai 126198      1  0 Jan11 ?        00:00:00 git-credential-cache--daemon /home/leosenai/.git-credential-cache/socket
remyrou+ 126221      1  0 Jan16 ?        00:00:00 ssh-agent -s
petersa+ 126398      1  0 Jan13 ?        00:00:00 ssh-agent -s
zachary+ 126473      1  0 Jan12 ?        00:00:00 ssh-agent -s
zhouz    127360      1  0 Jan16 ?        00:00:00 sh /home/zhouz/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/bin/code-server --start-server --host=127.0.0.1 --accept-server-license-terms --enable-remote-auto-shutdown --port=0 --telemetry-level all --connection-token-file /home/zhouz/.vscode-server/.97dec172d3256f8ca4bfb2143f3f76b503ca0534.token
zhouz    127372 127360  0 Jan16 ?        00:00:55 /home/zhouz/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/zhouz/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/server-main.js --start-server --host=127.0.0.1 --accept-server-license-terms --enable-remote-auto-shutdown --port=0 --telemetry-level all --connection-token-file /home/zhouz/.vscode-server/.97dec172d3256f8ca4bfb2143f3f76b503ca0534.token
zhouz    127416 127372  0 Jan16 ?        00:00:51 /home/zhouz/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/zhouz/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/bootstrap-fork --type=ptyHost --logsPath /home/zhouz/.vscode-server/data/logs/20230116T220514
zhouz    127669 127416  0 Jan16 pts/85   00:00:00 /usr/bin/bash --init-file /home/zhouz/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
organic+ 128354      1  0 Jan13 ?        00:00:00 /usr/bin/ssh-agent
aschimmi 128680      1  0 Jan15 ?        00:00:00 /usr/bin/ssh-agent
liujust+ 128996      1  0 Jan15 ?        00:00:00 /usr/bin/ssh-agent
aschimmi 129575      1  0 Jan15 ?        00:00:00 ssh-agent
elizape+ 131902      1  0 Jan12 ?        00:00:00 ssh-agent -s
seanjyu  132555      1  0 Jan11 ?        00:00:00 ssh-agent -s
amoddho+ 132945      1  0 Jan13 ?        00:00:00 ssh-agent -s
root     133174      2  0 Jan16 ?        00:00:02 [kworker/6:2]
anshmar+ 133820      1  0 Jan12 ?        00:02:59 tmux
anshmar+ 133821 133820  0 Jan12 pts/146  00:00:00 -bash
anshmar+ 134081 133820  0 Jan12 pts/148  00:00:00 -bash
anshmar+ 134197 133820  0 Jan12 pts/149  00:00:00 -bash
anshmar+ 134259 133820  0 Jan12 pts/150  00:00:00 -bash
davidliu 134803  89787  0 Jan11 ?        00:00:00 /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/bootstrap-fork --type=extensionHost --transformURIs --useHostProxy=false
cjmitch+ 134990      1  0 Jan12 ?        00:00:00 /usr/bin/ssh-agent
davidliu 135276  89787  0 Jan11 ?        00:00:00 /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/bootstrap-fork --type=extensionHost --transformURIs --useHostProxy=false
limbuj   135500      1  0 Jan12 ?        00:00:00 ssh-agent -s
davidliu 136958  89787  0 Jan11 ?        00:00:00 /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/davidliu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/bootstrap-fork --type=extensionHost --transformURIs --useHostProxy=false
root     137182      2  0 Jan16 ?        00:00:00 [kworker/18:0]
jamesse+ 138652      1  0 Jan13 ?        00:00:00 ssh-agent -s
ruey     139940      1  0 Jan15 ?        00:00:00 /usr/bin/ssh-agent
yufeiz   141810      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/yufeiz/.git-credential-cache/socket
femited+ 142612      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/femited02/.git-credential-cache/socket
mariapa+ 146049      1  0 Jan12 ?        00:00:00 /usr/bin/ssh-agent
jackkga+ 146273      1  0 Jan13 ?        00:00:00 ssh-agent -s
macario+ 147755      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/macarious/.git-credential-cache/socket
chiashe+ 147770      1  0 Jan11 ?        00:00:00 ssh-agent -s
easonpan 147825      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/easonpan/.git-credential-cache/socket
etok     148092      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/etok/.git-credential-cache/socket
wanting+ 148676      1  0 Jan16 ?        00:00:00 git-credential-cache--daemon /home/wantingyun/.git-credential-cache/socket
root     148718      2  0 Jan16 ?        00:00:01 [kworker/26:1]
yaqi     148978      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/yaqi/.git-credential-cache/socket
jwrha96  149213      1  0 Jan16 ?        00:00:00 sh /home/jwrha96/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/bin/code-server --start-server --host=127.0.0.1 --accept-server-license-terms --enable-remote-auto-shutdown --port=0 --telemetry-level all --connection-token-file /home/jwrha96/.vscode-server/.97dec172d3256f8ca4bfb2143f3f76b503ca0534.token
jwrha96  149225 149213  0 Jan16 ?        00:00:21 /home/jwrha96/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/jwrha96/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/server-main.js --start-server --host=127.0.0.1 --accept-server-license-terms --enable-remote-auto-shutdown --port=0 --telemetry-level all --connection-token-file /home/jwrha96/.vscode-server/.97dec172d3256f8ca4bfb2143f3f76b503ca0534.token
jwrha96  149270 149225  0 Jan16 ?        00:00:21 /home/jwrha96/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/jwrha96/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/bootstrap-fork --type=ptyHost --logsPath /home/jwrha96/.vscode-server/data/logs/20230116T234657
jeeving+ 149995      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/jeevingill/.git-credential-cache/socket
root     152299      2  0 00:05 ?        00:00:00 [kworker/16:0]
chiashe+ 152970      1  0 Jan11 ?        00:00:00 ssh-agent -s
yiyina   154327      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/yiyina/.git-credential-cache/socket
panshiq  154546      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/panshiq/.git-credential-cache/socket
root     155463      2  0 00:27 ?        00:00:00 [kworker/3:0]
root     155464      2  0 00:27 ?        00:00:00 [kworker/19:2]
root     155467      2  0 00:27 ?        00:00:00 [kworker/35:2]
root     155471      2  0 00:27 ?        00:00:01 [kworker/22:2]
root     155477      2  0 00:27 ?        00:00:00 [kworker/47:0]
root     155485      2  0 00:27 ?        00:00:00 [kworker/21:0]
root     155487      2  0 00:27 ?        00:00:00 [kworker/24:2]
root     155488      2  0 00:27 ?        00:00:01 [kworker/14:1]
jalessio 155555      1  0 Jan09 ?        00:00:00 ssh-agent -s
jalessio 155940      1  0 Jan09 ?        00:00:00 ssh-agent -s
susie    156040      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/susie/.git-credential-cache/socket
zhaoyua+ 156119      1  0 00:31 ?        00:00:00 git-credential-cache--daemon /home/zhaoyuan8/.git-credential-cache/socket
ajkerwi+ 157172      1  0 Jan12 ?        00:00:00 /usr/bin/ssh-agent
zhouz    158388 127372  0 00:47 ?        00:01:03 /home/zhouz/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/zhouz/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/bootstrap-fork --type=extensionHost --transformURIs --useHostProxy=false
zhouz    158399 127372  0 00:47 ?        00:00:03 /home/zhouz/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/zhouz/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/bootstrap-fork --type=fileWatcher
kennybc  158476      1  0 Jan11 ?        00:00:00 /usr/bin/ssh-agent
arnavma+ 158760      1  0 Jan09 ?        00:00:00 /usr/bin/ssh-agent
zhouz    159269 127416  0 00:51 pts/7    00:00:00 /usr/bin/bash --init-file /home/zhouz/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
franrov+ 160249      1  0 Jan13 ?        00:00:00 git-credential-cache--daemon /home/franrovi84/.git-credential-cache/socket
theokyen 160462      1  0 Jan12 ?        00:00:00 ssh-agent -s
shaoyuj+ 160627      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/shaoyujiechen/.git-credential-cache/socket
ahnfikd7 161208      1  0 Jan16 ?        00:00:00 /usr/bin/ssh-agent
root     161309   2032  0 01:01 ?        00:00:00 sshd: linfengzhao [priv]
linfeng+ 161315 161309  0 01:01 ?        00:00:00 sshd: linfengzhao
rishavs+ 161802      1  0 Jan12 ?        00:00:00 ssh-agent -s
magenho+ 162802      1  0 Jan12 ?        00:00:00 ssh-agent -s
sid      163406      1  0 Jan12 ?        00:00:00 /usr/bin/ssh-agent
jindacz  163467      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/jindacz/.git-credential-cache/socket
ahnfikd7 163477      1  0 Jan16 ?        00:00:00 ssh-agent -s
mitroit+ 163720      1  0 Jan09 ?        00:00:00 ssh-agent -s
timjakcs 164251      1  0 Jan13 ?        00:01:15 tmux
timjakcs 164252 164251  0 Jan13 pts/3    00:00:00 -bash
jczhu    164936      1  0 Jan15 ?        00:00:00 sh /home/jczhu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/bin/code-server --start-server --host=127.0.0.1 --accept-server-license-terms --enable-remote-auto-shutdown --port=0 --telemetry-level all --connection-token-file /home/jczhu/.vscode-server/.97dec172d3256f8ca4bfb2143f3f76b503ca0534.token
jczhu    164948 164936  0 Jan15 ?        00:00:25 /home/jczhu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/jczhu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/server-main.js --start-server --host=127.0.0.1 --accept-server-license-terms --enable-remote-auto-shutdown --port=0 --telemetry-level all --connection-token-file /home/jczhu/.vscode-server/.97dec172d3256f8ca4bfb2143f3f76b503ca0534.token
jczhu    165001 164948  0 Jan15 ?        00:00:07 /home/jczhu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/node /home/jczhu/.vscode-server/bin/97dec172d3256f8ca4bfb2143f3f76b503ca0534/out/bootstrap-fork --type=ptyHost --logsPath /home/jczhu/.vscode-server/data/logs/20230115T101449
zywang   165347      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/zywang/.git-credential-cache/socket
theokyen 165500      1  0 Jan12 ?        00:00:00 /usr/bin/ssh-agent
gaikwad+ 166174      1  0 Jan12 ?        00:00:00 /usr/bin/ssh-agent
gaikwad+ 166236      1  0 Jan12 ?        00:00:00 /usr/bin/ssh-agent
skipskid 167033      1  0 Jan13 ?        00:00:00 ssh-agent -s
judywan+ 167162      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/judywangyq/.git-credential-cache/socket
jessqui+ 167467      1  0 Jan15 ?        00:00:00 /usr/bin/ssh-agent
shirao   167517      1  0 Jan13 ?        00:00:00 /usr/bin/ssh-agent
gaikwad+ 167622      1  0 Jan12 ?        00:00:00 /usr/bin/ssh-agent
liuz     169475      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/liuz/.git-credential-cache/socket
jackfur+ 171164      1  0 01:49 ?        00:00:00 ssh-agent -s
jackfur+ 171174      1  0 01:49 ?        00:00:00 ssh-agent -s
harry    171500      1  0 Jan15 ?        00:00:44 tmux
harry    171501 171500  0 Jan15 pts/36   00:00:00 -bash
harry    171579 171500  0 Jan15 pts/53   00:00:00 -bash
root     172029      2  0 Jan15 ?        00:00:01 [kworker/40:1]
youjing+ 173287      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/youjing2022/.git-credential-cache/socket
alirana  173604      1  0 Jan12 ?        00:00:00 ssh-agent -s
zhongyu+ 174526      1  0 Jan11 ?        00:00:00 git-credential-cache--daemon /home/zhongyuwei/.git-credential-cache/socket
felicit+ 174919      1  0 Jan13 ?        00:00:00 ssh-agent -s
felicit+ 175245      1  0 Jan13 ?        00:00:00 ssh-agent -s
mxie118  175839      1  0 Jan11 ?        00:00:00 /usr/bin/ssh-agent
felicit+ 176328      1  0 Jan13 ?        00:00:00 ssh-agent
felicit+ 176977      1  0 Jan13 ?        00:00:00 /usr/bin/ssh-agent
priscil+ 177365      1  0 Jan15 ?        00:00:00 /usr/bin/ssh-agent
ocordes+ 180011      1  0 Jan12 ?        00:00:00 ssh-agent -s
xiaoya1  180091      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/xiaoya1/.git-credential-cache/socket
root     180374      2  0 Jan13 ?        00:00:00 [kworker/17:1H]
root     180375      2  0 Jan13 ?        00:00:00 [kworker/14:0H]
zheng111 181126      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/zheng111/.git-credential-cache/socket
yonghua+ 181457      1  0 Jan11 ?        00:00:00 ssh-agent -s
benenso+ 182950      1  0 Jan11 ?        00:00:00 ssh-agent -s
jmathew  183261      1  0 Jan12 ?        00:00:00 git-credential-cache--daemon /home/jmathew/.git-credential-cache/socket
root     183292      2  0 Jan15 ?        00:00:02 [kworker/44:0]
huiqin1  183813      1  0 Jan14 ?        00:00:00 git-credential-cache--daemon /home/huiqin1/.git-credential-cache/socket
